Collect    ,Sampling,Time ,TEMP,DO  ,pH   ,NO2+NO3,NH3_N ,TKN  ,Tot P,TDS,SS  ,VSS ,TOC ,CN   ,FEC_COL,Chlorophyll-A,Cl,F    ,SO4   ,ALK,As sol,Ba tot,Cu sol,Fe sol,Mn sol,Ni sol,Zn sol,Hg LL,Ca tot,Mg tot,Hardness,B tot,Location Description,Lat,Lon,geometry,As sol_zscore,Ba tot_zscore,Cu sol_zscore,Fe sol_zscore,Mn sol_zscore,Ni sol_zscore,Zn sol_zscore,Hg LL_zscore,Ca tot_zscore,Mg tot_zscore,B tot_zscore
2020-01-27 00:00:00,WW_92,1145.0,6.0,9.03,7.1,4.032,0.679,<1,0.554,1040,8,<4,2.6,0.009,450,3.8,493.307,0.309,84,T/X,0.0012,0.02999,0.00174,0.04242,0.02527,0.00281,0.02072,2.841,58.88,20.72,232,0.13369,Chicago Sanitary & Ship Canal @ Lockport Powerhouse Forebay,41.57058889,-88.07831944,POINT (-88.07831944 41.57058889),-0.06115838898884744,-0.12044064723927837,-0.08204379932681437,-0.13316768755752634,0.08695992064918315,0.10532795518981093,1.4886077932503305,0.010515936159493026,-0.12747395748905246,-0.3550793663151032,0.2530076938459897
2020-02-03 00:00:00,WW_78,1230.0,10.0,11.0,7.3,5.274,<0.3,<1,0.198,900,<4,<4,2.9,<0.005,1100,1,291.914,0.414,68.712,236.5,0.001,0.03546,0.00189,0.04256,0.01846,0.00376,0.02037,0.25,88.87,35.11,366,0.13246,Higgins Creek @ Wille Rd.,42.01863333,-87.93671111,POINT (-87.93671111 42.01863333),-0.42649155398231925,0.3107043269235656,-0.021408621459350533,-0.1313984585571857,-0.14895717870956007,0.532707623962832,1.4367924513892294,-0.5945143082089381,1.2809205200194898,1.3332821650519628,0.22958296082828664
2020-02-03 00:00:00,WW_19,1310.0,5.0,11.52,7.9,2.317,<0.3,<1,0.175,780,13,<4,3,<0.005,600,5.1,258.713,0.243,52.286,244.4,0.00119,0.04101,0.00174,0.05636,0.03397,0.00162,0.01071,0.25,80.04,35.25,345,0.07689,Des Plaines River @ Belmont Ave.,41.93742778,-87.84976111,POINT (-87.84976111 41.93742778),-0.0794250472385207,0.7481548948584439,-0.08204379932681437,0.04299697147639037,0.3883518096977978,-0.43002131411534195,0.006689016022838503,-0.5945143082089381,0.8662448535839972,1.349708198018703,-0.8287198146137867
2020-02-03 00:00:00,WW_109,910.0,5.0,11.17,7.8,4.32,<0.3,<1,0.797,992,19,4,3,<0.005,1100,8.1,433.883,0.285,73.305,227.3,0.001,0.04558,0.00313,0.05084,0.04414,0.00297,0.01668,0.25,92.64,37.0,384,0.1023,Salt Creek @ Brookfield Ave.,41.82281111,-87.84154444,POINT (-87.84154444 41.82281111),-0.42649155398231925,1.1083619390859025,0.47984218224501735,-0.02676120053704003,0.740668535171868,0.1773076888778987,0.8905107043393349,-0.5945143082089381,1.457967775111427,1.5550336101029536,-0.3447991105651438
2020-02-03 00:00:00,WW_109,910.0,5.0,11.17,7.8,4.32,<0.3,<1,0.797,992,19,4,3,<0.005,1100,8.1,433.883,0.285,73.305,227.3,0.001,0.04558,0.00313,0.05084,0.04414,0.00297,0.01668,0.25,92.64,37.0,384,0.1023,Salt Creek @ Brookfield Ave.,41.82283333,-87.84156667,POINT (-87.84156667 41.82283333),-0.42649155398231925,1.1083619390859025,0.47984218224501735,-0.02676120053704003,0.740668535171868,0.1773076888778987,0.8905107043393349,-0.5945143082089381,1.457967775111427,1.5550336101029536,-0.3447991105651438
2020-02-03 00:00:00,WW_22,940.0,4.0,11.78,8,2.923,<0.3,<1,0.361,902,13,<4,2.9,<0.005,820,5.3,333.009,0.26,61.556,244.2,0.00111,0.04461,0.00226,0.04365,0.03524,0.00217,0.01286,0.25,90.88,38.89,387,0.08869,Des Plaines River @ Ogden Ave.,41.82093333,-87.8109,POINT (-87.8109 41.82093333),-0.2255583132359095,1.0319066145999864,0.12815815061372693,-0.11762374705453367,0.43234809694972204,-0.18259097956254014,0.3249832588838882,-0.5945143082089381,1.3753144146441032,1.7767850551539441,-0.6039947336309458
2020-02-03 00:00:00,WW_23,1030.0,4.0,11.28,8,3.062,<0.3,<1,0.324,960,8,<4,2.8,<0.005,680,5.8,341.774,0.263,62.946,251.9,0.00115,0.04318,0.00219,0.04028,0.03779,0.00215,0.01304,0.25,87.71,37.46,373,0.08496,Des Plaines River @ Willow Springs Rd.,41.73564167,-87.88147778,POINT (-87.88147778 41.73564167),-0.1524916802372153,0.9191941259248742,0.09986173427557724,-0.16021161656273303,0.520687098912247,-0.19158844627355115,0.351631148983883,-0.5945143082089381,1.2264444415296625,1.6090048612793852,-0.6750307126195897
2020-02-03 00:00:00,WW_91,1120.0,5.0,11.95,8,3.004,<0.3,<1,0.303,924,7,<4,2.8,<0.005,120,5.5,353.715,0.258,62.007,252.5,0.00116,0.04403,0.00233,0.04446,0.03513,0.00197,0.01154,0.25,88.26,38.11,377,0.08443,Des Plaines River @ Material Service Rd.,41.59656667,-88.06853333,POINT (-88.06853333 41.59656667),-0.13422502198754166,0.9861910597527381,0.1564545669518768,-0.10738749355256293,0.42853739490427983,-0.2725656466726499,0.12956539815059248,-0.5945143082089381,1.2522736166757016,1.685268585767821,-0.685124296765429
2020-02-03 00:00:00,WW_79,915.0,3.0,11.26,7.6,0.449,<0.3,<1,<0.15,1020,22,<4,2.8,0.005,490,5.3,408.044,0.146,62.833,211.6,0.001,0.04373,0.00206,0.07841,0.07013,0.00373,0.00633,0.25,80.6,32.91,337,0.04018,Salt Creek @ Higgins Rd.,42.03158333,-88.01121111,POINT (-88.01121111 42.03158333),-0.42649155398231925,0.9625450831076094,0.04731124679044193,0.321650539030039,1.64103350027227,0.5192114238963156,-0.6417429764103701,-0.5945143082089381,0.8925436500963269,1.0751587898603332,-1.5278433504510822
2020-02-03 00:00:00,WW_18,1000.0,5.0,11.9,7.4,2.518,<0.3,<1,0.457,1218,6,<4,2.8,0.006,770,7.3,524.272,0.237,67.301,210.7,0.001,0.04117,0.00294,0.07859,0.04445,0.00274,0.01164,0.25,84.46,33.58,349,0.06673,Salt Creek @ Devon Ave.,41.99285278,-87.995275,POINT (-87.995275 41.99285278),-0.42649155398231925,0.7607660824025124,0.4030376236128964,0.32392526203047695,0.7514077863908418,0.07383682170127244,0.14436978153947844,-0.5945143082089381,1.0738174974848889,1.1537690904868751,-1.0222119182396905
